text_to_annotate,Hate_pos,Disagree
"Mark my words, if by some chance Pope Francis does resign all the trad Catholics are going to use that as an excuse to say everything in the Catholic church is totally fine now. Nothing to see here anymore folks.",0.25,0
RT @BuckSexton: Remember when criticizing FBI leadership was “undermining our most important institutions” and “hurting our democracy?”   But totally trashing ICE is cool now because Democrats have no shame https://kek.gg/u/bt8r,0,0
"Sexual allegations, which don't involve sex. Lol.",0,0
There were no explosives found in any of the packages.,0,0
"Colorado Defies Supreme Court Ruling, Punishing Christian Baker Jack Phillips Over Transgender Cake | CBN News ",0,0
"If jack steps down, and twaddle unbans everyone, who would go back and who would stay here on gab?  /just curious.... ",0,0
Good morning Bobo 🤗 have a great Friday 🤗🌷,0,0
Might help with choosing all    professional help? ,0,0
"State review of voter registrations narrows list of potentially ineligible voters to 8,698 ",0,0
'Front Hole'  https://www.healthline.com/health/lgbtqia-safe-sex...    Please explain the objectification of women in the current context. Thanks.,0.5,1
"Catholics Call for Investigation, Resignation of Pope Francis https://www.breitbart.com/national-security/2018/0...",0,0
"Believing his son to be alive, Lewis sent messengers to the Northmen to negotiate terms.  However, his son had died of his wounds and the Northmen had escaped when the next morning arrived.  He was grieved and angry, for his son had perished and his chance to destroy the horde had vanished. Lewis defeated the Northmen many times after this, but they still sailed up and the rivers, looting and bu...",0.25,0
"@Wifewithapurpose‍ has done so much for Western women.  She's encouraged us to have babies and makes videos to help us learn to parent in a wholesome way.  This week I'll be sending her a donation- after all, I've benefited so much from her content.  I would like to encourage others to do the same should you see fit.",0,0
"The British elites allow pedophiles to kill and abuse babies and children, and that British people just take it. People who out pedophiles on Pedophile Island (the UK) get attacked by the press and prosecuted by the corrupt justice system. Time to dump the #Pedophile royal family!",0.75,0
"When it comes to entertainment, wether it’s sports or Hollywood, we are the organ grinders and you are our monkeys.  If you don’t perform for us and stop entertaining us, we can always find another monkey.",0,0
"The Kalergi Plan for White Genocide,(funded by George Soros),through unending Turd World Mass Migration into ALL White Nations,..They Come..They Breed,Rape,Terrorize,Defecate,Leech,Infect and Plunder......WE DIE!!!! ",0.5,1
What a Cuck no wonder the UK is a 1984 police state with idiots like this! 😂 https://twitter.com/MatthewStadlen/status/1012840631344029697,0,0
The Jacksonville shooter was a raging liberal who routinely went after Trump supporters online  If he was a Republican or Trump voter it would be headline news and the media would blame Trump for inciting violence in our society,0,0
"Saudi  provided 120 tons of explosives and other weaponry to opposition forces, giving them instructions to “light up Damascus” and “flatten” the airport ",0,0
May God bless this gentleman.  We had a conversation in DMs on Sunday evening about his allegations. Seems very credible and was detailed before Twitter decided to shut down my account in the middle of it.  Twitter and hollywood are about to be exposed.,0.25,0
"RT @CNBCFuturesNow: Now that #bitcoin has broken through $8K, @Fundstrat's Tom Lee lays out where the cryptocurrency could go next https://kek.gg/u/7zCr https://gab.ai/tv/watch/21272",0,0
"The entire basis of Ripples value is that it would be adopted by banks, except that they would never replace highly profitable wire transfers and loans with a shitcoin with no transaction fees, if Ripple weren't a bubble the CEO could afford to buy out Wells Fargo and take it over.",0,0
See - told you: When “Wakandan-Americans” find out black panther was created by white men   https://twitter.com/AbareKiller_/status/958380961053511680,0.25,0
"Okay, I didn't like leaving that pending: https://coreyjmahler.com/project-signup/ ",0,0
The right is shifting into a 'taking scalps' mode and I absolutely love it.,0,0
Please let us know if they contact you and let you know ,0,0
WHAT UTTER BOLLOCKS ??>> SHOW ME THE PROOF ON THIS ONE FOLKS ???  ,0,0
"'...This is the worst crime in US history.  EASILY.16. It's an abomination, a travesty, a shredding of the rule of law & the Constitution. It's worse than any of us ever imagined possible. IMO every one of the direct conspirators MUST be jailed. Including Obama & Clinton.  Every. Single. One.17. After all, these criminals almost destroyed America. And while doomed, they are still working...",0.25,0
What kind of twisted sicko person is this?!  Daffuh!!!!!!,0,0
🌻 DEFEND EUROPA 🌻,0,0
"#US. Gov't ""Illegal Activity"" That Would UTTERLY Shock Most People!",0.25,0
"If trans-women were biologically women, the phrase 'trans-women' would not exist, you fucking nutcase.",0.25,0
Taylor Swift Goes Full Libtard https://www.youtube.com/watch?v=AvJAxKPVNFo,0.75,0
"https://www.bbc.co.uk/news/world-europe-45330168 Yes, well, we've got to stop those terrible Nazis from coming back, haven't we? #news #Germany #immigration",0.25,0
"Me muting idiot Globalist groupies on Gab, on my own little account, is not the same as giant Twatter muting Trump’s base from almost the entire platform. Let’s just clear that brain fart out now should it come up again.",0.6,1
"Socialists have been claiming for a century or more that Capitalism doesn't have the facts on its side.  Losing that argument, they now claim that facts don't matter.  Rinse and repeat.",0.6,1
F- ,0.25,0
I was a bit over wrought. Sometimes exaggeration to make a point can be a poor rhetoical tool. We good !  Take care old chap. ,0,0
Mike Rogers (con't) ,0,0
What’s appalling is if the parents aborted their twins at 7months of pregnancy it would have been legal Mindlessly pray that the underdeveloped lungs work and they get prison time #Trump #Abortion #SCOTUS https://www.buzzfeed.com/tasneemnashrulla/religiou...,0.142857143,0
Just in case you didn't think the Left had truly lost their collective minds... (I appreciate these little reminders from time to time.) https://medium.com/s/greatescape/your-climate-chan...,0.75,0
Redemption NPR is currently broadcasting a show about how perpetrators in the #MeToo crowd can be forgiven and make their way back into society. Simple! Just convert to Roman Catholicism and enjoy the Sacrament of Reconciliation! Oh. http://josephsciambra.com/the-deep-gay-state-in-th...,0,0
LISTEN: I'm the new co-host on @EDLmedia at 1PM Pacific Time. http://www.blogtalkradio.com/the-english-defence-l...,0,0
"One thing that Conservatives never talk about is how disgusting infanticide laws are. Forget abortion for a minute, reduced sentences for killing the already born is disgusting. Not sure if the USA has a similar law, but in Canada killing of babies under 1 year of age is covered under special infanticide laws to quote 'provide a partial defense'.",0.25,0
Bureaucratic mismanagement and false environmentalist claims are blamed for the massive growth of wildfires in the western USA.  Only a return to sound management policies looks likely to bring the problem under control. https://bayourenaissanceman.blogspot.com/2018/08/f...  #Wildfire #Fire #Forest #Environment #Moonbat #PC,0,0
"Sadly...true. I think (((progressive))) momentum hasn't turned, but has stalled though. Have faith. (Can't say hope anymore, Obama ruined it for me)",0,0
"Ever wonder what a Self-Loathing Idiotlooks like, here you go❓ 'I hereby resign from my race. F--- these people,' white professor writes online #fboLoud #tcot #maga #TrumpTrain #tpot #AmericaFirst #Patriot #TrumpsArmy #Trump2020 fboLoud⦁com https://fxn.ws/2PvUvba  #FoxNews",0.25,0
I hope Gen Z changes college political BS. -From an incoming Class of 2022 member,0,0
Dave has the right idea,0,0
Just like his Daddy! Future @POTUS? ,0,0
An alternative to patriarchy is impossible. ,0,0
These idiots are funding their own demise #Paristan is burning,0.75,0
Well fuck them. Excuse the language but I've been pissed off over this since listening to that terrible acting job with the little baby voice bitch. I don't believe anything happened and I think she was a drunken slut in high school judging by her yearbook. I think this is such a coordinated setup that all but the most dense must see through. Ford would make a good supporting cast member in the remake of One Flew Over the Cuckoo's Nest but for the so-called hearing? D- and that's being generous. ,0.5,1
You're WIRED❗️ Did Omarosa break the law by secretly tapingher firing in White House Situation Room? #fboLoud #tcot #maga#TrumpTrain #tpot#AmericaFirst #Patriot#TrumpsArmy #Trump2020fboLoud⦁comhttps://usat.ly/2MkYrNn,0,0
If only they did... One can dream.,0,0
Are the democrats guilty of treason?,0.25,0
"https://www.yahoo.com/news/california-police-13-hostages-aged-2-29-captive-223112752.html … Six of the couple's children are minors, while the other seven are over 18, the eldest is 29. Place parents in the mental ward. The elder kids should stay with younger. They will need a governmental assistance and medical help.",0,0
"Trump should declassify all communications between Brennan and Strzok, if they exist, which is a real possibility, given what careless clowns the two of them are. Those communications would contain much of the story of Spygate. https://spectator.org/never-forget-the-brennan-bri...?",0,0
https://www.youtube.com/watch?v=uNcy8tGRrys  First Man movie omits American Flag planting on the Moon,0,0
There's a New Sheriff In Town and his name is; PRESIDENT DONALD J. TRUMP ! He was on POINT and on FIRE !  GOD BLESS PRESIDENT TRUMP ! #StopTheBias#MAGA#GabVets#GabFam,0,0
Can you imagine all those “Blue Helmets” on the South side of Chicago on a hot Saturday night?,0.25,0
